fecha,jurisdiccion,sorteo,numero,posicion
2026-02-20,JUJUY,Extra,9611,1
2026-02-20,JUJUY,Extra,1856,2
2026-02-20,JUJUY,Extra,4659,3
2026-02-20,JUJUY,Extra,1226,4
2026-02-20,JUJUY,Extra,2547,5
2026-02-20,JUJUY,Extra,6551,6
2026-02-20,JUJUY,Extra,4838,7
2026-02-20,JUJUY,Extra,1944,8
2026-02-20,JUJUY,Extra,7757,9
2026-02-20,JUJUY,Extra,3327,10
2026-02-20,JUJUY,Extra,4525,11
2026-02-20,JUJUY,Extra,7173,12
2026-02-20,JUJUY,Extra,3039,13
2026-02-20,JUJUY,Extra,0462,14
2026-02-20,JUJUY,Extra,2820,15
2026-02-20,JUJUY,Extra,6428,16
2026-02-20,JUJUY,Extra,2017,17
2026-02-20,JUJUY,Extra,0617,18
2026-02-20,JUJUY,Extra,1442,19
2026-02-20,JUJUY,Extra,6507,20
2026-02-20,JUJUY,Matutina,1292,1
2026-02-20,JUJUY,Matutina,3972,2
2026-02-20,JUJUY,Matutina,0654,3
2026-02-20,JUJUY,Matutina,0513,4
2026-02-20,JUJUY,Matutina,1103,5
2026-02-20,JUJUY,Matutina,9273,6
2026-02-20,JUJUY,Matutina,1931,7
2026-02-20,JUJUY,Matutina,4092,8
2026-02-20,JUJUY,Matutina,6601,9
2026-02-20,JUJUY,Matutina,9012,10
2026-02-20,JUJUY,Matutina,4235,11
2026-02-20,JUJUY,Matutina,7068,12
2026-02-20,JUJUY,Matutina,2657,13
2026-02-20,JUJUY,Matutina,8730,14
2026-02-20,JUJUY,Matutina,2481,15
2026-02-20,JUJUY,Matutina,2462,16
2026-02-20,JUJUY,Matutina,8788,17
2026-02-20,JUJUY,Matutina,1783,18
2026-02-20,JUJUY,Matutina,9280,19
2026-02-20,JUJUY,Matutina,1966,20
2026-02-20,JUJUY,Nocturna,6741,1
2026-02-20,JUJUY,Nocturna,4126,2
2026-02-20,JUJUY,Nocturna,8748,3
2026-02-20,JUJUY,Nocturna,1663,4
2026-02-20,JUJUY,Nocturna,5676,5
2026-02-20,JUJUY,Nocturna,0406,6
2026-02-20,JUJUY,Nocturna,6049,7
2026-02-20,JUJUY,Nocturna,7740,8
2026-02-20,JUJUY,Nocturna,4874,9
2026-02-20,JUJUY,Nocturna,7214,10
2026-02-20,JUJUY,Nocturna,2095,11
2026-02-20,JUJUY,Nocturna,6847,12
2026-02-20,JUJUY,Nocturna,1813,13
2026-02-20,JUJUY,Nocturna,2001,14
2026-02-20,JUJUY,Nocturna,8817,15
2026-02-20,JUJUY,Nocturna,5858,16
2026-02-20,JUJUY,Nocturna,3070,17
2026-02-20,JUJUY,Nocturna,1228,18
2026-02-20,JUJUY,Nocturna,8273,19
2026-02-20,JUJUY,Nocturna,8216,20
2026-02-20,JUJUY,Vespertina,6594,1
2026-02-20,JUJUY,Vespertina,1109,2
2026-02-20,JUJUY,Vespertina,8797,3
2026-02-20,JUJUY,Vespertina,6299,4
2026-02-20,JUJUY,Vespertina,6467,5
2026-02-20,JUJUY,Vespertina,8725,6
2026-02-20,JUJUY,Vespertina,9614,7
2026-02-20,JUJUY,Vespertina,3974,8
2026-02-20,JUJUY,Vespertina,1717,9
2026-02-20,JUJUY,Vespertina,8581,10
2026-02-20,JUJUY,Vespertina,6465,11
2026-02-20,JUJUY,Vespertina,3908,12
2026-02-20,JUJUY,Vespertina,7938,13
2026-02-20,JUJUY,Vespertina,4673,14
2026-02-20,JUJUY,Vespertina,1928,15
2026-02-20,JUJUY,Vespertina,4911,16
2026-02-20,JUJUY,Vespertina,5257,17
2026-02-20,JUJUY,Vespertina,6928,18
2026-02-20,JUJUY,Vespertina,0196,19
2026-02-20,JUJUY,Vespertina,0320,20
2026-02-20,PBA,Extra,9336,1
2026-02-20,PBA,Extra,7146,2
2026-02-20,PBA,Extra,1609,3
2026-02-20,PBA,Extra,6533,4
2026-02-20,PBA,Extra,1076,5
2026-02-20,PBA,Extra,8933,6
2026-02-20,PBA,Extra,9368,7
2026-02-20,PBA,Extra,1224,8
2026-02-20,PBA,Extra,8861,9
2026-02-20,PBA,Extra,6343,10
2026-02-20,PBA,Extra,1854,11
2026-02-20,PBA,Extra,6530,12
2026-02-20,PBA,Extra,1453,13
2026-02-20,PBA,Extra,6888,14
2026-02-20,PBA,Extra,9468,15
2026-02-20,PBA,Extra,9603,16
2026-02-20,PBA,Extra,4529,17
2026-02-20,PBA,Extra,7424,18
2026-02-20,PBA,Extra,6355,19
2026-02-20,PBA,Extra,5455,20
2026-02-20,PBA,Matutina,5895,1
2026-02-20,PBA,Matutina,8262,2
2026-02-20,PBA,Matutina,2159,3
2026-02-20,PBA,Matutina,3751,4
2026-02-20,PBA,Matutina,7650,5
2026-02-20,PBA,Matutina,3683,6
2026-02-20,PBA,Matutina,7301,7
2026-02-20,PBA,Matutina,8341,8
2026-02-20,PBA,Matutina,6843,9
2026-02-20,PBA,Matutina,5890,10
2026-02-20,PBA,Matutina,9544,11
2026-02-20,PBA,Matutina,9290,12
2026-02-20,PBA,Matutina,6442,13
2026-02-20,PBA,Matutina,4584,14
2026-02-20,PBA,Matutina,4044,15
2026-02-20,PBA,Matutina,9724,16
2026-02-20,PBA,Matutina,3591,17
2026-02-20,PBA,Matutina,9425,18
2026-02-20,PBA,Matutina,5911,19
2026-02-20,PBA,Matutina,7032,20
2026-02-20,PBA,Nocturna,1670,1
2026-02-20,PBA,Nocturna,7809,2
2026-02-20,PBA,Nocturna,0457,3
2026-02-20,PBA,Nocturna,4804,4
2026-02-20,PBA,Nocturna,6148,5
2026-02-20,PBA,Nocturna,8722,6
2026-02-20,PBA,Nocturna,4302,7
2026-02-20,PBA,Nocturna,6462,8
2026-02-20,PBA,Nocturna,7573,9
2026-02-20,PBA,Nocturna,1510,10
2026-02-20,PBA,Nocturna,6803,11
2026-02-20,PBA,Nocturna,6113,12
2026-02-20,PBA,Nocturna,9237,13
2026-02-20,PBA,Nocturna,1168,14
2026-02-20,PBA,Nocturna,0031,15
2026-02-20,PBA,Nocturna,4574,16
2026-02-20,PBA,Nocturna,7610,17
2026-02-20,PBA,Nocturna,8958,18
2026-02-20,PBA,Nocturna,6361,19
2026-02-20,PBA,Nocturna,5145,20
2026-02-20,PBA,Vespertina,3064,1
2026-02-20,PBA,Vespertina,1825,2
2026-02-20,PBA,Vespertina,1403,3
2026-02-20,PBA,Vespertina,4223,4
2026-02-20,PBA,Vespertina,5970,5
2026-02-20,PBA,Vespertina,0691,6
2026-02-20,PBA,Vespertina,2993,7
2026-02-20,PBA,Vespertina,5979,8
2026-02-20,PBA,Vespertina,4488,9
2026-02-20,PBA,Vespertina,1195,10
2026-02-20,PBA,Vespertina,8084,11
2026-02-20,PBA,Vespertina,7360,12
2026-02-20,PBA,Vespertina,1735,13
2026-02-20,PBA,Vespertina,8954,14
2026-02-20,PBA,Vespertina,5336,15
2026-02-20,PBA,Vespertina,9001,16
2026-02-20,PBA,Vespertina,6783,17
2026-02-20,PBA,Vespertina,8508,18
2026-02-20,PBA,Vespertina,2747,19
2026-02-20,PBA,Vespertina,1512,20
2026-02-20,SALTA,Extra,7601,1
2026-02-20,SALTA,Extra,9840,2
2026-02-20,SALTA,Extra,1485,3
2026-02-20,SALTA,Extra,4780,4
2026-02-20,SALTA,Extra,6530,5
2026-02-20,SALTA,Extra,6822,6
2026-02-20,SALTA,Extra,6521,7
2026-02-20,SALTA,Extra,5279,8
2026-02-20,SALTA,Extra,6800,9
2026-02-20,SALTA,Extra,3811,10
2026-02-20,SALTA,Extra,5781,11
2026-02-20,SALTA,Extra,9051,12
2026-02-20,SALTA,Extra,4592,13
2026-02-20,SALTA,Extra,3336,14
2026-02-20,SALTA,Extra,6330,15
2026-02-20,SALTA,Extra,5026,16
2026-02-20,SALTA,Extra,9866,17
2026-02-20,SALTA,Extra,9873,18
2026-02-20,SALTA,Extra,8325,19
2026-02-20,SALTA,Extra,4984,20
2026-02-20,SALTA,La Revancha,7881,1
2026-02-20,SALTA,La Revancha,2049,2
2026-02-20,SALTA,La Revancha,5345,3
2026-02-20,SALTA,La Revancha,1655,4
2026-02-20,SALTA,La Revancha,5917,5
2026-02-20,SALTA,La Revancha,4704,6
2026-02-20,SALTA,La Revancha,1583,7
2026-02-20,SALTA,La Revancha,7384,8
2026-02-20,SALTA,La Revancha,4667,9
2026-02-20,SALTA,La Revancha,6465,10
2026-02-20,SALTA,La Revancha,9006,11
2026-02-20,SALTA,La Revancha,0131,12
2026-02-20,SALTA,La Revancha,1259,13
2026-02-20,SALTA,La Revancha,4061,14
2026-02-20,SALTA,La Revancha,2625,15
2026-02-20,SALTA,La Revancha,4312,16
2026-02-20,SALTA,La Revancha,4396,17
2026-02-20,SALTA,La Revancha,0891,18
2026-02-20,SALTA,La Revancha,4692,19
2026-02-20,SALTA,La Revancha,2395,20
2026-02-20,SALTA,Matutina,8972,1
2026-02-20,SALTA,Matutina,0048,2
2026-02-20,SALTA,Matutina,1457,3
2026-02-20,SALTA,Matutina,9190,4
2026-02-20,SALTA,Matutina,4235,5
2026-02-20,SALTA,Matutina,4963,6
2026-02-20,SALTA,Matutina,7201,7
2026-02-20,SALTA,Matutina,2369,8
2026-02-20,SALTA,Matutina,3281,9
2026-02-20,SALTA,Matutina,2334,10
2026-02-20,SALTA,Matutina,1624,11
2026-02-20,SALTA,Matutina,7558,12
2026-02-20,SALTA,Matutina,2849,13
2026-02-20,SALTA,Matutina,0776,14
2026-02-20,SALTA,Matutina,6944,15
2026-02-20,SALTA,Matutina,0019,16
2026-02-20,SALTA,Matutina,2249,17
2026-02-20,SALTA,Matutina,4539,18
2026-02-20,SALTA,Matutina,8170,19
2026-02-20,SALTA,Matutina,6888,20
2026-02-20,SALTA,Nocturna,7561,1
2026-02-20,SALTA,Nocturna,9134,2
2026-02-20,SALTA,Nocturna,7968,3
2026-02-20,SALTA,Nocturna,3190,4
2026-02-20,SALTA,Nocturna,2448,5
2026-02-20,SALTA,Nocturna,1846,6
2026-02-20,SALTA,Nocturna,8602,7
2026-02-20,SALTA,Nocturna,8232,8
2026-02-20,SALTA,Nocturna,4903,9
2026-02-20,SALTA,Nocturna,2130,10
2026-02-20,SALTA,Nocturna,3442,11
2026-02-20,SALTA,Nocturna,4347,12
2026-02-20,SALTA,Nocturna,0851,13
2026-02-20,SALTA,Nocturna,9050,14
2026-02-20,SALTA,Nocturna,4924,15
2026-02-20,SALTA,Nocturna,0789,16
2026-02-20,SALTA,Nocturna,5804,17
2026-02-20,SALTA,Nocturna,8720,18
2026-02-20,SALTA,Nocturna,5856,19
2026-02-20,SALTA,Nocturna,3906,20
2026-02-20,SALTA,Vespertina,1020,1
2026-02-20,SALTA,Vespertina,7052,2
2026-02-20,SALTA,Vespertina,1454,3
2026-02-20,SALTA,Vespertina,3823,4
2026-02-20,SALTA,Vespertina,3521,5
2026-02-20,SALTA,Vespertina,5791,6
2026-02-20,SALTA,Vespertina,3101,7
2026-02-20,SALTA,Vespertina,4664,8
2026-02-20,SALTA,Vespertina,7394,9
2026-02-20,SALTA,Vespertina,2855,10
2026-02-20,SALTA,Vespertina,2916,11
2026-02-20,SALTA,Vespertina,5338,12
2026-02-20,SALTA,Vespertina,7695,13
2026-02-20,SALTA,Vespertina,3628,14
2026-02-20,SALTA,Vespertina,5960,15
2026-02-20,SALTA,Vespertina,0276,16
2026-02-20,SALTA,Vespertina,7884,17
2026-02-20,SALTA,Vespertina,2525,18
2026-02-20,SALTA,Vespertina,8068,19
2026-02-20,SALTA,Vespertina,1073,20
2026-02-21,CABA,Matutina,5871,1
2026-02-21,CABA,Matutina,4518,2
2026-02-21,CABA,Matutina,8135,3
2026-02-21,CABA,Matutina,3636,4
2026-02-21,CABA,Matutina,1701,5
2026-02-21,CABA,Matutina,3948,6
2026-02-21,CABA,Matutina,3961,7
2026-02-21,CABA,Matutina,7892,8
2026-02-21,CABA,Matutina,7861,9
2026-02-21,CABA,Matutina,6455,10
2026-02-21,CABA,Matutina,7798,11
2026-02-21,CABA,Matutina,3986,12
2026-02-21,CABA,Matutina,7121,13
2026-02-21,CABA,Matutina,5084,14
2026-02-21,CABA,Matutina,2372,15
2026-02-21,CABA,Matutina,2202,16
2026-02-21,CABA,Matutina,8142,17
2026-02-21,CABA,Matutina,9766,18
2026-02-21,CABA,Matutina,0542,19
2026-02-21,CABA,Matutina,0554,20
2026-02-21,CABA,Nocturna,8478,1
2026-02-21,CABA,Nocturna,5179,2
2026-02-21,CABA,Nocturna,1950,3
2026-02-21,CABA,Nocturna,0009,4
2026-02-21,CABA,Nocturna,3615,5
2026-02-21,CABA,Nocturna,8971,6
2026-02-21,CABA,Nocturna,4986,7
2026-02-21,CABA,Nocturna,0325,8
2026-02-21,CABA,Nocturna,9946,9
2026-02-21,CABA,Nocturna,6796,10
2026-02-21,CABA,Nocturna,2963,11
2026-02-21,CABA,Nocturna,7326,12
2026-02-21,CABA,Nocturna,0458,13
2026-02-21,CABA,Nocturna,3977,14
2026-02-21,CABA,Nocturna,3447,15
2026-02-21,CABA,Nocturna,8955,16
2026-02-21,CABA,Nocturna,9865,17
2026-02-21,CABA,Nocturna,5856,18
2026-02-21,CABA,Nocturna,7589,19
2026-02-21,CABA,Nocturna,2168,20
2026-02-21,CABA,Vespertina,8397,1
2026-02-21,CABA,Vespertina,4713,2
2026-02-21,CABA,Vespertina,9552,3
2026-02-21,CABA,Vespertina,5798,4
2026-02-21,CABA,Vespertina,8796,5
2026-02-21,CABA,Vespertina,8550,6
2026-02-21,CABA,Vespertina,0532,7
2026-02-21,CABA,Vespertina,2315,8
2026-02-21,CABA,Vespertina,7017,9
2026-02-21,CABA,Vespertina,0219,10
2026-02-21,CABA,Vespertina,3743,11
2026-02-21,CABA,Vespertina,6890,12
2026-02-21,CABA,Vespertina,3332,13
2026-02-21,CABA,Vespertina,9902,14
2026-02-21,CABA,Vespertina,4913,15
2026-02-21,CABA,Vespertina,3667,16
2026-02-21,CABA,Vespertina,1160,17
2026-02-21,CABA,Vespertina,5427,18
2026-02-21,CABA,Vespertina,4658,19
2026-02-21,CABA,Vespertina,0645,20
2026-02-21,JUJUY,Matutina,8902,1
2026-02-21,JUJUY,Matutina,3528,2
2026-02-21,JUJUY,Matutina,1375,3
2026-02-21,JUJUY,Matutina,5370,4
2026-02-21,JUJUY,Matutina,6444,5
2026-02-21,JUJUY,Matutina,8263,6
2026-02-21,JUJUY,Matutina,1340,7
2026-02-21,JUJUY,Matutina,4627,8
2026-02-21,JUJUY,Matutina,1245,9
2026-02-21,JUJUY,Matutina,1162,10
2026-02-21,JUJUY,Matutina,7537,11
2026-02-21,JUJUY,Matutina,3111,12
2026-02-21,JUJUY,Matutina,3300,13
2026-02-21,JUJUY,Matutina,2638,14
2026-02-21,JUJUY,Matutina,0657,15
2026-02-21,JUJUY,Matutina,4905,16
2026-02-21,JUJUY,Matutina,5955,17
2026-02-21,JUJUY,Matutina,8690,18
2026-02-21,JUJUY,Matutina,8614,19
2026-02-21,JUJUY,Matutina,6709,20
2026-02-21,JUJUY,Nocturna,0122,1
2026-02-21,JUJUY,Nocturna,7983,2
2026-02-21,JUJUY,Nocturna,5041,3
2026-02-21,JUJUY,Nocturna,4743,4
2026-02-21,JUJUY,Nocturna,1116,5
2026-02-21,JUJUY,Nocturna,0223,6
2026-02-21,JUJUY,Nocturna,3629,7
2026-02-21,JUJUY,Nocturna,5075,8
2026-02-21,JUJUY,Nocturna,8538,9
2026-02-21,JUJUY,Nocturna,9490,10
2026-02-21,JUJUY,Nocturna,8286,11
2026-02-21,JUJUY,Nocturna,4753,12
2026-02-21,JUJUY,Nocturna,8456,13
2026-02-21,JUJUY,Nocturna,2915,14
2026-02-21,JUJUY,Nocturna,9667,15
2026-02-21,JUJUY,Nocturna,3959,16
2026-02-21,JUJUY,Nocturna,6437,17
2026-02-21,JUJUY,Nocturna,1312,18
2026-02-21,JUJUY,Nocturna,8017,19
2026-02-21,JUJUY,Nocturna,4534,20
2026-02-21,JUJUY,Vespertina,8284,1
2026-02-21,JUJUY,Vespertina,2809,2
2026-02-21,JUJUY,Vespertina,0349,3
2026-02-21,JUJUY,Vespertina,2776,4
2026-02-21,JUJUY,Vespertina,4762,5
2026-02-21,JUJUY,Vespertina,7777,6
2026-02-21,JUJUY,Vespertina,3077,7
2026-02-21,JUJUY,Vespertina,5323,8
2026-02-21,JUJUY,Vespertina,5387,9
2026-02-21,JUJUY,Vespertina,5589,10
2026-02-21,JUJUY,Vespertina,2605,11
2026-02-21,JUJUY,Vespertina,7733,12
2026-02-21,JUJUY,Vespertina,8208,13
2026-02-21,JUJUY,Vespertina,1531,14
2026-02-21,JUJUY,Vespertina,1688,15
2026-02-21,JUJUY,Vespertina,2215,16
2026-02-21,JUJUY,Vespertina,0680,17
2026-02-21,JUJUY,Vespertina,2562,18
2026-02-21,JUJUY,Vespertina,9256,19
2026-02-21,JUJUY,Vespertina,7413,20
2026-02-21,PBA,Matutina,4728,1
2026-02-21,PBA,Matutina,8342,2
2026-02-21,PBA,Matutina,4421,3
2026-02-21,PBA,Matutina,6641,4
2026-02-21,PBA,Matutina,5820,5
2026-02-21,PBA,Matutina,6216,6
2026-02-21,PBA,Matutina,8130,7
2026-02-21,PBA,Matutina,3858,8
2026-02-21,PBA,Matutina,6898,9
2026-02-21,PBA,Matutina,0606,10
2026-02-21,PBA,Matutina,9897,11
2026-02-21,PBA,Matutina,2203,12
2026-02-21,PBA,Matutina,3566,13
2026-02-21,PBA,Matutina,8578,14
2026-02-21,PBA,Matutina,8478,15
2026-02-21,PBA,Matutina,5629,16
2026-02-21,PBA,Matutina,9158,17
2026-02-21,PBA,Matutina,2151,18
2026-02-21,PBA,Matutina,0793,19
2026-02-21,PBA,Matutina,8464,20
2026-02-21,PBA,Nocturna,6643,1
2026-02-21,PBA,Nocturna,5288,2
2026-02-21,PBA,Nocturna,0189,3
2026-02-21,PBA,Nocturna,1430,4
2026-02-21,PBA,Nocturna,6802,5
2026-02-21,PBA,Nocturna,0375,6
2026-02-21,PBA,Nocturna,1204,7
2026-02-21,PBA,Nocturna,4783,8
2026-02-21,PBA,Nocturna,6593,9
2026-02-21,PBA,Nocturna,1691,10
2026-02-21,PBA,Nocturna,4641,11
2026-02-21,PBA,Nocturna,4415,12
2026-02-21,PBA,Nocturna,5327,13
2026-02-21,PBA,Nocturna,6562,14
2026-02-21,PBA,Nocturna,6967,15
2026-02-21,PBA,Nocturna,6131,16
2026-02-21,PBA,Nocturna,1641,17
2026-02-21,PBA,Nocturna,1072,18
2026-02-21,PBA,Nocturna,1255,19
2026-02-21,PBA,Nocturna,3536,20
2026-02-21,PBA,Vespertina,8070,1
2026-02-21,PBA,Vespertina,7343,2
2026-02-21,PBA,Vespertina,1814,3
2026-02-21,PBA,Vespertina,0485,4
2026-02-21,PBA,Vespertina,4732,5
2026-02-21,PBA,Vespertina,5297,6
2026-02-21,PBA,Vespertina,8775,7
2026-02-21,PBA,Vespertina,8213,8
2026-02-21,PBA,Vespertina,6515,9
2026-02-21,PBA,Vespertina,4877,10
2026-02-21,PBA,Vespertina,7127,11
2026-02-21,PBA,Vespertina,8942,12
2026-02-21,PBA,Vespertina,1721,13
2026-02-21,PBA,Vespertina,6063,14
2026-02-21,PBA,Vespertina,5050,15
2026-02-21,PBA,Vespertina,6056,16
2026-02-21,PBA,Vespertina,5088,17
2026-02-21,PBA,Vespertina,6035,18
2026-02-21,PBA,Vespertina,1533,19
2026-02-21,PBA,Vespertina,4796,20
2026-02-21,SALTA,La Revancha,1853,1
2026-02-21,SALTA,La Revancha,8846,2
2026-02-21,SALTA,La Revancha,2993,3
2026-02-21,SALTA,La Revancha,1294,4
2026-02-21,SALTA,La Revancha,0909,5
2026-02-21,SALTA,La Revancha,6900,6
2026-02-21,SALTA,La Revancha,7677,7
2026-02-21,SALTA,La Revancha,2073,8
2026-02-21,SALTA,La Revancha,0546,9
2026-02-21,SALTA,La Revancha,5950,10
2026-02-21,SALTA,La Revancha,7005,11
2026-02-21,SALTA,La Revancha,3651,12
2026-02-21,SALTA,La Revancha,5436,13
2026-02-21,SALTA,La Revancha,4386,14
2026-02-21,SALTA,La Revancha,3272,15
2026-02-21,SALTA,La Revancha,2487,16
2026-02-21,SALTA,La Revancha,1796,17
2026-02-21,SALTA,La Revancha,0737,18
2026-02-21,SALTA,La Revancha,0003,19
2026-02-21,SALTA,La Revancha,9336,20
2026-02-21,SALTA,Matutina,5094,1
2026-02-21,SALTA,Matutina,3214,2
2026-02-21,SALTA,Matutina,1099,3
2026-02-21,SALTA,Matutina,1542,4
2026-02-21,SALTA,Matutina,7321,5
2026-02-21,SALTA,Matutina,9262,6
2026-02-21,SALTA,Matutina,7363,7
2026-02-21,SALTA,Matutina,8092,8
2026-02-21,SALTA,Matutina,7252,9
2026-02-21,SALTA,Matutina,3812,10
2026-02-21,SALTA,Matutina,1328,11
2026-02-21,SALTA,Matutina,2024,12
2026-02-21,SALTA,Matutina,9678,13
2026-02-21,SALTA,Matutina,8645,14
2026-02-21,SALTA,Matutina,9296,15
2026-02-21,SALTA,Matutina,7484,16
2026-02-21,SALTA,Matutina,6396,17
2026-02-21,SALTA,Matutina,5359,18
2026-02-21,SALTA,Matutina,8801,19
2026-02-21,SALTA,Matutina,4891,20
2026-02-21,SALTA,Nocturna,0204,1
2026-02-21,SALTA,Nocturna,3937,2
2026-02-21,SALTA,Nocturna,0206,3
2026-02-21,SALTA,Nocturna,6174,4
2026-02-21,SALTA,Nocturna,1770,5
2026-02-21,SALTA,Nocturna,2479,6
2026-02-21,SALTA,Nocturna,9584,7
2026-02-21,SALTA,Nocturna,5176,8
2026-02-21,SALTA,Nocturna,1650,9
2026-02-21,SALTA,Nocturna,1419,10
2026-02-21,SALTA,Nocturna,1897,11
2026-02-21,SALTA,Nocturna,4943,12
2026-02-21,SALTA,Nocturna,3495,13
2026-02-21,SALTA,Nocturna,0038,14
2026-02-21,SALTA,Nocturna,9466,15
2026-02-21,SALTA,Nocturna,4230,16
2026-02-21,SALTA,Nocturna,4063,17
2026-02-21,SALTA,Nocturna,3628,18
2026-02-21,SALTA,Nocturna,5661,19
2026-02-21,SALTA,Nocturna,4235,20
2026-02-21,SALTA,Vespertina,5075,1
2026-02-21,SALTA,Vespertina,3117,2
2026-02-21,SALTA,Vespertina,0627,3
2026-02-21,SALTA,Vespertina,1096,4
2026-02-21,SALTA,Vespertina,4817,5
2026-02-21,SALTA,Vespertina,4926,6
2026-02-21,SALTA,Vespertina,2201,7
2026-02-21,SALTA,Vespertina,8925,8
2026-02-21,SALTA,Vespertina,9084,9
2026-02-21,SALTA,Vespertina,2368,10
2026-02-21,SALTA,Vespertina,6056,11
2026-02-21,SALTA,Vespertina,2576,12
2026-02-21,SALTA,Vespertina,8251,13
2026-02-21,SALTA,Vespertina,2828,14
2026-02-21,SALTA,Vespertina,9692,15
2026-02-21,SALTA,Vespertina,3031,16
2026-02-21,SALTA,Vespertina,5884,17
2026-02-21,SALTA,Vespertina,4806,18
2026-02-21,SALTA,Vespertina,7505,19
2026-02-21,SALTA,Vespertina,5436,20
2026-02-22,CABA,Matutina,0000,1
2026-02-22,CABA,Matutina,0000,2
2026-02-22,CABA,Matutina,0000,3
2026-02-22,CABA,Matutina,0000,4
2026-02-22,CABA,Matutina,0000,5
2026-02-22,CABA,Matutina,0000,6
2026-02-22,CABA,Matutina,0000,7
2026-02-22,CABA,Matutina,0000,8
2026-02-22,CABA,Matutina,0000,9
2026-02-22,CABA,Matutina,0000,10
2026-02-22,CABA,Matutina,0000,11
2026-02-22,CABA,Matutina,0000,12
2026-02-22,CABA,Matutina,0000,13
2026-02-22,CABA,Matutina,0000,14
2026-02-22,CABA,Matutina,0000,15
2026-02-22,CABA,Matutina,0000,16
2026-02-22,CABA,Matutina,0000,17
2026-02-22,CABA,Matutina,0000,18
2026-02-22,CABA,Matutina,0000,19
2026-02-22,CABA,Matutina,0000,20
2026-02-22,JUJUY,Matutina,9265,1
2026-02-22,JUJUY,Matutina,0417,2
2026-02-22,JUJUY,Matutina,5266,3
2026-02-22,JUJUY,Matutina,1964,4
2026-02-22,JUJUY,Matutina,0271,5
2026-02-22,JUJUY,Matutina,0011,6
2026-02-22,JUJUY,Matutina,7703,7
2026-02-22,JUJUY,Matutina,8977,8
2026-02-22,JUJUY,Matutina,7875,9
2026-02-22,JUJUY,Matutina,4027,10
2026-02-22,JUJUY,Matutina,2433,11
2026-02-22,JUJUY,Matutina,5779,12
2026-02-22,JUJUY,Matutina,9993,13
2026-02-22,JUJUY,Matutina,7331,14
2026-02-22,JUJUY,Matutina,9282,15
2026-02-22,JUJUY,Matutina,1747,16
2026-02-22,JUJUY,Matutina,7774,17
2026-02-22,JUJUY,Matutina,7781,18
2026-02-22,JUJUY,Matutina,7754,19
2026-02-22,JUJUY,Matutina,3348,20
2026-02-22,JUJUY,Vespertina,0378,1
2026-02-22,JUJUY,Vespertina,9428,2
2026-02-22,JUJUY,Vespertina,3557,3
2026-02-22,JUJUY,Vespertina,6672,4
2026-02-22,JUJUY,Vespertina,0836,5
2026-02-22,JUJUY,Vespertina,5977,6
2026-02-22,JUJUY,Vespertina,6322,7
2026-02-22,JUJUY,Vespertina,0300,8
2026-02-22,JUJUY,Vespertina,9197,9
2026-02-22,JUJUY,Vespertina,6315,10
2026-02-22,JUJUY,Vespertina,0048,11
2026-02-22,JUJUY,Vespertina,3557,12
2026-02-22,JUJUY,Vespertina,8665,13
2026-02-22,JUJUY,Vespertina,0917,14
2026-02-22,JUJUY,Vespertina,0748,15
2026-02-22,JUJUY,Vespertina,7546,16
2026-02-22,JUJUY,Vespertina,9584,17
2026-02-22,JUJUY,Vespertina,9215,18
2026-02-22,JUJUY,Vespertina,7963,19
2026-02-22,JUJUY,Vespertina,6198,20
2026-02-22,PBA,Matutina,0000,1
2026-02-22,PBA,Matutina,0000,2
2026-02-22,PBA,Matutina,0000,3
2026-02-22,PBA,Matutina,0000,4
2026-02-22,PBA,Matutina,0000,5
2026-02-22,PBA,Matutina,0000,6
2026-02-22,PBA,Matutina,0000,7
2026-02-22,PBA,Matutina,0000,8
2026-02-22,PBA,Matutina,0000,9
2026-02-22,PBA,Matutina,0000,10
2026-02-22,PBA,Matutina,0000,11
2026-02-22,PBA,Matutina,0000,12
2026-02-22,PBA,Matutina,0000,13
2026-02-22,PBA,Matutina,0000,14
2026-02-22,PBA,Matutina,0000,15
2026-02-22,PBA,Matutina,0000,16
2026-02-22,PBA,Matutina,0000,17
2026-02-22,PBA,Matutina,0000,18
2026-02-22,PBA,Matutina,0000,19
2026-02-22,PBA,Matutina,0000,20
2026-02-22,SALTA,Matutina,1085,1
2026-02-22,SALTA,Matutina,7275,2
2026-02-22,SALTA,Matutina,3790,3
2026-02-22,SALTA,Matutina,4080,4
2026-02-22,SALTA,Matutina,8062,5
2026-02-22,SALTA,Matutina,4766,6
2026-02-22,SALTA,Matutina,2441,7
2026-02-22,SALTA,Matutina,8559,8
2026-02-22,SALTA,Matutina,6184,9
2026-02-22,SALTA,Matutina,0234,10
2026-02-22,SALTA,Matutina,6599,11
2026-02-22,SALTA,Matutina,7712,12
2026-02-22,SALTA,Matutina,5140,13
2026-02-22,SALTA,Matutina,4283,14
2026-02-22,SALTA,Matutina,0426,15
2026-02-22,SALTA,Matutina,5980,16
2026-02-22,SALTA,Matutina,7073,17
2026-02-22,SALTA,Matutina,5234,18
2026-02-22,SALTA,Matutina,7420,19
2026-02-22,SALTA,Matutina,5074,20
2026-02-22,SALTA,Vespertina,1566,1
2026-02-22,SALTA,Vespertina,4072,2
2026-02-22,SALTA,Vespertina,3061,3
2026-02-22,SALTA,Vespertina,1724,4
2026-02-22,SALTA,Vespertina,3542,5
